,Player,Age,League,Position,Team,Birth country,Non-penalty goals per 90,npxG per 90,"Successful dribbles, %","Goal conversion, %",Touches in box per 90,"Accurate short / medium passes, %",Passes per 90,Shot assists per 90,xA per 90,Assists per 90,Second assists per 90,Third assists per 90,Progressive passes per 90,Progressive runs per 90,"Duels won, %",pAdj Tkl+Int per 90,Successful defensive actions per 90,PAdj Sliding tackles,"Defensive duels won, %",Fouls per 90,Cards per 90,Shots blocked per 90,PAdj Interceptions,"Aerial duels won, %","Accurate long passes, %","1st, 2nd, 3rd assists",Conceded goals per 90,Prevented goals per 90,Shots against per 90,"Save rate, %",Exits per 90,Passes,"Long Pass
Cmp %","% of Passes
Being Short","% of Passes
Being Lateral","Received
Passes",Goals prevented %,"Accurate passes, %",Shots per 90,"Accurate crosses, %",Smart passes per 90,xA per Shot Assist,Accelerations per 90,Aerial duels won per 90,Fouls suffered per 90,npxG per shot,Crosses per 90
10,J. Kjær,20,Eliteserien 2024,"CF, RW, RCMF3",Fredrikstad,Denmark,0.7033898305084746,0.4915254237288136,0.1694915254237288,0.6271186440677966,0.5508474576271186,0.559322033898305,0.6949152542372882,0.652542372881356,0.8135593220338984,0.15254237288135594,0.3050847457627119,0.3983050847457627,0.7457627118644068,0.8305084745762712,0.5932203389830508,0.8135593220338984,0.9661016949152542,0.423728813559322,0.8305084745762712,0.5423728813559322,0.5847457627118644,0.7372881355932204,0.864406779661017,0.1864406779661017,0.8983050847457628,0.1016949152542373,0.4915254237288136,0.5084745762711864,0.10169491525423724,0.4745762711864407,0.5084745762711864,0.6949152542372882,0.8983050847457628,0.5084745762711864,0.3728813559322034,0.7627118644067796,0.5084745762711864,0.559322033898305,0.4491525423728814,0.3389830508474576,0.7796610169491526,0.8813559322033898,0.6271186440677966,0.3559322033898305,0.6610169491525424,0.423728813559322,0.7457627118644068
11,V. Halvorsen,20,Eliteserien 2024,"AMF, RCMF3",Sarpsborg 08,Norway,0.5169491525423728,0.1016949152542373,0.059322033898305086,0.6610169491525424,0.3389830508474576,0.8813559322033898,0.8983050847457628,0.711864406779661,0.7627118644067796,0.9661016949152542,0.3050847457627119,0.9830508474576272,0.864406779661017,0.5423728813559322,0.8983050847457628,0.6610169491525424,0.9491525423728814,0.4661016949152542,1,0.7966101694915254,0.9152542372881356,0.1271186440677966,0.6949152542372882,0.3474576271186441,0.559322033898305,0.9322033898305084,0.4915254237288136,0.5084745762711864,0.6949152542372881,0.4406779661016949,0.5084745762711864,0.8983050847457628,0.559322033898305,0.5084745762711864,0.2033898305084746,0.864406779661017,0.5084745762711864,0.9322033898305084,0.16101694915254236,0.9491525423728814,0.5847457627118644,0.7033898305084746,0.5254237288135594,0.423728813559322,0.3559322033898305,0.15254237288135594,0.6271186440677966
12,M. Sauer,20,Eliteserien 2024,"RAMF, RW",Haugesund,Denmark,0.11864406779661017,0.0847457627118644,0.3220338983050847,0.059322033898305086,0.1864406779661017,0.9322033898305084,0.6610169491525424,0.7966101694915254,0.6949152542372882,0.15254237288135594,0.3050847457627119,0.3983050847457627,0.6271186440677966,0.9491525423728814,0.6779661016949152,0.3728813559322034,0.6949152542372882,0.3813559322033898,0.3389830508474576,0.8220338983050848,0.4576271186440678,0.864406779661017,0.423728813559322,0.1271186440677966,0.0847457627118644,0.1016949152542373,0.4915254237288136,0.5084745762711864,0.1694915254237288,0.22033898305084745,0.5084745762711864,0.6610169491525424,0.0847457627118644,0.5084745762711864,0.03389830508474576,0.6779661016949152,0.5084745762711864,0.864406779661017,0.576271186440678,0.8983050847457628,0.6610169491525424,0.3050847457627119,0.6101694915254238,0.06779661016949153,0.19491525423728814,0.05084745762711865,0.8305084745762712
13,P. Dahl,20,Eliteserien 2024,"LW, LWF, AMF",KFUM,Norway,0.864406779661017,0.8305084745762712,0.4745762711864407,0.8220338983050848,0.8813559322033898,0.3050847457627119,0.1864406779661017,0.4915254237288136,0.7627118644067796,0.5,0.3050847457627119,0.3983050847457627,0.1694915254237288,0.864406779661017,0.2542372881355932,0.3983050847457627,0.4915254237288136,0.0847457627118644,0.2033898305084746,0.5254237288135593,0.4152542372881356,0.4067796610169492,0.4491525423728814,0.03389830508474576,0.9491525423728814,0.3050847457627119,0.4915254237288136,0.5084745762711864,0.18644067796610164,0.1864406779661017,0.5084745762711864,0.1864406779661017,0.9491525423728814,0.5084745762711864,0.5932203389830508,0.4576271186440678,0.5084745762711864,0.2542372881355932,0.6949152542372882,0.2966101694915254,0.2966101694915254,0.9661016949152542,0.711864406779661,0.0847457627118644,0.4067796610169492,0.6949152542372882,0.5932203389830508
14,J. Romsaas,20,Eliteserien 2024,"CF, LCMF3",Tromsø,Norway,0.4067796610169492,0.5423728813559322,0.15254237288135594,0.288135593220339,0.6440677966101694,0.8305084745762712,0.7966101694915254,0.7457627118644068,0.6271186440677966,0.8389830508474576,0.3050847457627119,0.3983050847457627,0.8135593220338984,0.7966101694915254,0.4915254237288136,0.9491525423728814,0.864406779661017,0.8898305084745762,0.5932203389830508,0.864406779661017,0.5,0.864406779661017,0.9322033898305084,0.5338983050847458,0.423728813559322,0.635593220338983,0.4915254237288136,0.5084745762711864,0.30508474576271183,0.3050847457627119,0.5084745762711864,0.7966101694915254,0.423728813559322,0.5084745762711864,0.4915254237288136,0.7457627118644068,0.5084745762711864,0.8135593220338984,0.4745762711864407,0.6271186440677966,0.6610169491525424,0.4067796610169492,0.559322033898305,0.3389830508474576,0.22033898305084745,0.4406779661016949,0.8135593220338984
15,E. Melkersen,21,Eliteserien 2024,CF,Strømsgodset,Norway,0.7627118644067796,0.7966101694915254,0.22033898305084745,0.6610169491525424,0.1694915254237288,0.423728813559322,0.1016949152542373,0.23728813559322035,0.13559322033898305,0.15254237288135594,0.3050847457627119,0.3983050847457627,0.1016949152542373,0.2033898305084746,0.06779661016949153,0.0847457627118644,0.0847457627118644,0.7203389830508474,0.13559322033898305,0.1694915254237288,0.5847457627118644,0.3135593220338983,0.01694915254237288,0.5338983050847458,0.559322033898305,0.1016949152542373,0.4915254237288136,0.5084745762711864,0.7627118644067796,0.8983050847457628,0.5084745762711864,0.1016949152542373,0.559322033898305,0.5084745762711864,0.3559322033898305,0.11864406779661017,0.5084745762711864,0.5932203389830508,0.5423728813559322,0.3728813559322034,0.3728813559322034,0.15254237288135594,0.17796610169491525,0.711864406779661,0.3728813559322034,0.7796610169491526,0.07627118644067797
16,J. Therkelsen,21,Eliteserien 2024,"CF, LCMF3, RCMF3",Strømsgodset,Norway,0.7627118644067796,0.3220338983050847,0.3559322033898305,0.8220338983050848,0.23728813559322035,0.576271186440678,0.4915254237288136,0.5338983050847458,0.4322033898305085,0.15254237288135594,0.7203389830508474,0.8728813559322034,0.5254237288135594,0.8983050847457628,0.6271186440677966,0.6949152542372882,0.8305084745762712,0.9491525423728814,0.4406779661016949,0.13559322033898302,0.10169491525423724,0.864406779661017,0.576271186440678,0.7966101694915254,0.1864406779661017,0.4915254237288136,0.4915254237288136,0.5084745762711864,0.23728813559322037,0.8305084745762712,0.5084745762711864,0.4915254237288136,0.1864406779661017,0.5084745762711864,0.6101694915254238,0.4915254237288136,0.5084745762711864,0.6271186440677966,0.288135593220339,0.17796610169491525,0.9322033898305084,0.2542372881355932,0.9491525423728814,0.576271186440678,0.5932203389830508,0.3050847457627119,0.4576271186440678
17,S. Tounekti,22,Eliteserien 2024,"LAMF, LW",Haugesund,Norway,0.2542372881355932,0.1694915254237288,0.9322033898305084,0.13559322033898305,0.6779661016949152,0.9830508474576272,0.8135593220338984,0.8135593220338984,0.7627118644067796,0.3220338983050847,0.788135593220339,0.3983050847457627,0.5423728813559322,1,0.8559322033898306,0.3050847457627119,0.4576271186440678,0.6271186440677966,0.22033898305084745,0.847457627118644,0.1271186440677966,0.6186440677966102,0.2966101694915254,0.8135593220338984,0.864406779661017,0.4915254237288136,0.4915254237288136,0.5084745762711864,0,0.3220338983050847,0.5084745762711864,0.8135593220338984,0.864406779661017,0.5084745762711864,0.01694915254237288,0.847457627118644,0.5084745762711864,0.9661016949152542,0.6610169491525424,0.5932203389830508,0.4406779661016949,0.4576271186440678,1,0.3898305084745763,0.13559322033898305,0.1016949152542373,0.847457627118644
18,L. Nordås,22,Eliteserien 2024,CF,Tromsø,Norway,0.8135593220338984,0.8983050847457628,0.6101694915254238,0.5423728813559322,0.7288135593220338,0.3559322033898305,0.23728813559322035,0.4661016949152542,0.6949152542372882,0.6949152542372882,0.3050847457627119,0.3983050847457627,0.11864406779661017,0.576271186440678,0.1694915254237288,0.5423728813559322,0.559322033898305,0.6949152542372882,0.288135593220339,0.10169491525423724,0.2542372881355932,0.7372881355932204,0.5254237288135594,0.576271186440678,0.2033898305084746,0.5508474576271186,0.4915254237288136,0.5084745762711864,0.4067796610169492,0.6440677966101694,0.5084745762711864,0.23728813559322035,0.2033898305084746,0.5084745762711864,0.9322033898305084,0.2542372881355932,0.5084745762711864,0.4067796610169492,0.9152542372881356,0.3220338983050847,0.1271186440677966,0.9322033898305084,0.5,0.8305084745762712,0.4322033898305085,0.8813559322033898,0.2966101694915254
19,K. Lien,23,Eliteserien 2024,CF,Kristiansund,Norway,0.4491525423728814,0.6440677966101694,0.03389830508474576,0.3389830508474576,0.211864406779661,0.2542372881355932,0.3050847457627119,0.1016949152542373,0.13559322033898305,0.15254237288135594,0.3050847457627119,0.3983050847457627,0.2542372881355932,0.1864406779661017,0.23728813559322035,0.2457627118644068,0.2542372881355932,0.3135593220338983,0.11016949152542373,0.11864406779661019,0.3220338983050848,0.1271186440677966,0.2542372881355932,0.6779661016949152,0.15254237288135594,0.1016949152542373,0.4915254237288136,0.5084745762711864,0.9152542372881356,1,0.5084745762711864,0.3050847457627119,0.15254237288135594,0.5084745762711864,0.23728813559322035,0.1864406779661017,0.5084745762711864,0.3389830508474576,0.3728813559322034,0.06779661016949153,0.1271186440677966,0.4745762711864407,0.2457627118644068,0.847457627118644,0.8050847457627118,0.6779661016949152,0.01694915254237288
20,H. Tangen,23,Eliteserien 2024,"AMF, CF, LCMF3",Sarpsborg 08,Norway,0.4491525423728814,0.06779661016949153,1,0.9322033898305084,0.4067796610169492,0.8983050847457628,0.847457627118644,0.711864406779661,0.7627118644067796,0.6101694915254238,0.9322033898305084,0.3983050847457627,0.7627118644067796,0.3898305084745763,0.7796610169491526,0.7627118644067796,0.847457627118644,0.0847457627118644,0.576271186440678,0.6694915254237288,0.9152542372881356,0.9745762711864406,0.8813559322033898,0.7796610169491526,0.559322033898305,0.8220338983050848,0.4915254237288136,0.5084745762711864,0.711864406779661,0.9322033898305084,0.5084745762711864,0.847457627118644,0.559322033898305,0.5084745762711864,0.5084745762711864,0.8135593220338984,0.5084745762711864,0.9830508474576272,0.01694915254237288,0.17796610169491525,0.7627118644067796,0.7033898305084746,0.2457627118644068,0.4067796610169492,0.559322033898305,0.4067796610169492,0.3389830508474576
21,N. Holm,23,Eliteserien 2024,CF,Rosenborg,Norway,0.8305084745762712,0.9152542372881356,0.788135593220339,0.864406779661017,0.9491525423728814,0.1864406779661017,0.288135593220339,0.1864406779661017,0.5169491525423728,0.559322033898305,0.3050847457627119,0.3983050847457627,0.05084745762711865,0.0847457627118644,0.01694915254237288,0.3559322033898305,0.2711864406779661,0.8305084745762712,0.3983050847457627,0.03389830508474578,0.6610169491525424,0.6949152542372882,0.23728813559322035,0.2542372881355932,0.8983050847457628,0.3898305084745763,0.4915254237288136,0.5084745762711864,0.9745762711864406,0.711864406779661,0.5084745762711864,0.288135593220339,0.8983050847457628,0.5084745762711864,0.288135593220339,0.22033898305084745,0.5084745762711864,0.22033898305084745,0.3983050847457627,0.06779661016949153,0.5084745762711864,1,0.1016949152542373,0.7627118644067796,0.15254237288135594,1,0.13559322033898305
22,K. Høgh,23,Eliteserien 2024,CF,Bodø / Glimt,Denmark,1,0.9491525423728814,0.5423728813559322,1,0.6610169491525424,0.6779661016949152,0.11864406779661017,0.1016949152542373,0.211864406779661,0.559322033898305,0.3050847457627119,0.3983050847457627,0.22033898305084745,0.06779661016949153,0.3728813559322034,0.8305084745762712,0.2033898305084746,0.5,0.05084745762711865,0.31355932203389836,0.6610169491525424,0.1271186440677966,0.9067796610169492,0.9830508474576272,0.9830508474576272,0.3898305084745763,0.4915254237288136,0.5084745762711864,0.8983050847457628,0.9152542372881356,0.5084745762711864,0.11864406779661017,0.9830508474576272,0.5084745762711864,0.2542372881355932,0.1016949152542373,0.5084745762711864,0.9152542372881356,0.711864406779661,0.923728813559322,0.3389830508474576,0.7627118644067796,0.2457627118644068,0.864406779661017,0.5,0.9830508474576272,0.03389830508474576
23,A. Heggebø,23,Eliteserien 2024,"CF, AMF",Brann,Norway,0.9830508474576272,1,0.8813559322033898,0.9491525423728814,0.9152542372881356,0.6949152542372882,0.3728813559322034,0.3644067796610169,0.211864406779661,0.559322033898305,0.3050847457627119,0.3983050847457627,0.3305084745762712,0.6271186440677966,0.4745762711864407,0.711864406779661,0.576271186440678,0.7203389830508474,0.864406779661017,0.288135593220339,0.0847457627118644,0.4322033898305085,0.7796610169491526,0.9322033898305084,0.9830508474576272,0.3898305084745763,0.4915254237288136,0.5084745762711864,0.5338983050847458,0.8813559322033898,0.5084745762711864,0.3728813559322034,0.9830508474576272,0.5084745762711864,0.6949152542372882,0.2711864406779661,0.5084745762711864,0.7966101694915254,0.9830508474576272,0.06779661016949153,0.3389830508474576,0.13559322033898305,0.3389830508474576,0.6949152542372882,0.4576271186440678,0.8135593220338984,0.3389830508474576
24,O. Blomberg,24,Eliteserien 2024,"RWF, LWF, CF",Brann,Norway,0.3305084745762712,0.2711864406779661,0.5423728813559322,0.4576271186440678,0.7966101694915254,0.5423728813559322,0.864406779661017,0.9152542372881356,0.9322033898305084,0.8983050847457628,0.6610169491525424,0.8220338983050848,0.8305084745762712,0.6694915254237288,0.7457627118644068,0.6779661016949152,0.5084745762711864,0.3135593220338983,0.711864406779661,0.6186440677966102,0.7966101694915254,0.3135593220338983,0.711864406779661,0.6101694915254238,0.11864406779661017,0.8983050847457628,0.4915254237288136,0.5084745762711864,0.2542372881355932,0.7627118644067796,0.5084745762711864,0.864406779661017,0.11864406779661017,0.5084745762711864,0.5423728813559322,0.8983050847457628,0.5084745762711864,0.576271186440678,0.13559322033898305,0.22033898305084745,0.8389830508474576,0.576271186440678,0.6864406779661016,0.7288135593220338,0.8305084745762712,0.5084745762711864,0.6440677966101694
25,T. Berg Haltvik,24,Eliteserien 2024,"RW, RWF, AMF",KFUM,Norway,0.0423728813559322,0.4067796610169492,0.11016949152542373,0.025423728813559324,0.5932203389830508,0.288135593220339,0.5084745762711864,0.6779661016949152,0.7627118644067796,0.8728813559322034,0.3050847457627119,0.3983050847457627,0.4661016949152542,0.5169491525423728,0.22033898305084745,0.2711864406779661,0.711864406779661,0.3135593220338983,0.4745762711864407,0.3389830508474576,0.3220338983050848,0.1271186440677966,0.2966101694915254,0.2711864406779661,0.03389830508474576,0.6610169491525424,0.4915254237288136,0.5084745762711864,0.44067796610169496,0.864406779661017,0.5084745762711864,0.5084745762711864,0.03389830508474576,0.5084745762711864,0.7796610169491526,0.5423728813559322,0.5084745762711864,0.3559322033898305,0.11016949152542373,0.3728813559322034,0.7457627118644068,0.7457627118644068,0.4576271186440678,0.2542372881355932,0.3898305084745763,0.7288135593220338,0.423728813559322
26,A. Mikkelsen,24,Eliteserien 2024,"CF, LWF",Bodø / Glimt,Norway,0.3305084745762712,0.711864406779661,0.6271186440677966,0.23728813559322035,0.864406779661017,0.5932203389830508,0.6101694915254238,0.847457627118644,0.5169491525423728,0.9322033898305084,0.3050847457627119,0.3983050847457627,0.4661016949152542,0.6694915254237288,0.7288135593220338,0.11016949152542373,0.03389830508474576,0.423728813559322,0.23728813559322035,0.9491525423728814,0.9152542372881356,0.1271186440677966,0.11864406779661017,0.1271186440677966,0.3898305084745763,0.7627118644067796,0.4915254237288136,0.5084745762711864,0.3728813559322034,0.3728813559322034,0.5084745762711864,0.6101694915254238,0.3898305084745763,0.5084745762711864,0.1694915254237288,0.7288135593220338,0.5084745762711864,0.5084745762711864,0.5932203389830508,0.4491525423728814,0.4576271186440678,0.1016949152542373,0.2033898305084746,0.11864406779661017,0.9322033898305084,0.6101694915254238,0.7966101694915254
27,P. Christiansen,24,Eliteserien 2024,"CF, RWF, RW",Viking,Denmark,0.7627118644067796,0.7457627118644068,0.3389830508474576,0.3898305084745763,0.8983050847457628,0.3728813559322034,0.423728813559322,0.3898305084745763,0.13559322033898305,0.4322033898305085,0.7203389830508474,0.3983050847457627,0.3728813559322034,0.2796610169491525,0.3389830508474576,0.4406779661016949,0.5932203389830508,0.864406779661017,0.5423728813559322,0.2542372881355932,0.7627118644067796,0.3813559322033898,0.3474576271186441,0.06779661016949153,0.15254237288135594,0.4915254237288136,0.4915254237288136,0.5084745762711864,0.38983050847457623,0.2711864406779661,0.5084745762711864,0.423728813559322,0.15254237288135594,0.5084745762711864,0.3050847457627119,0.3559322033898305,0.5084745762711864,0.288135593220339,0.8813559322033898,0.2627118644067797,0.4152542372881356,0.06779661016949153,0.15254237288135594,0.22033898305084745,0.711864406779661,0.3220338983050847,0.6610169491525424
